URL,Title,Rating,Serving,Time,Category,Ingredients,Preparation,Nutritional Info,Video_ID
https://tasty.co/recipe/super-easy-roasted-spicy-cauliflower,Super Easy Roasted Spicy Cauliflower,,2,{},General,"{'General': ['1 small cauliflower, cut into florets', '2 tablespoons chili sauce', '1 tablespoon garlic powder', '1 tablespoon lime juice', 'salt, to taste']}","{1: 'Preheat oven to 375°F (190°C).', 2: 'Toss florets in hot / chili sauce. Add other ingredients. Mix.', 3: 'Bake for 20-25 minutes, or until the cauliflower turns brown and crispy. Keep checking along the way. Be careful not to burn it.', 4: 'Enjoy!'}","{'Calories': '112', 'Fat': '1g', 'Carbs': '23g', 'Fiber': '7g', 'Sugar': '8g', 'Protein': '7g'}",
https://tasty.co/recipe/kams-chocolate-pie,Kam’s Chocolate Pie,,8,{},General,"{'General': ['1 premade pie crust, 8 in (20 cm)', '¾ cup sugar (150 g)', '1 pinch salt', '1 tablespoon cornstarch', '1 tablespoon cocoa powder', '2 egg yolks', '1 can evaporated milk, 12 ounce (340 G)', '1 teaspoon vanilla extract', '1 tablespoon butter']}","{1: 'Pre-bake the 8 inch (20 cm) pie crust at 400°F (200°C) for 10–12 minutes, or until golden brown. Let cool completely.', 2: 'In a double boiler over medium heat, whisk together the sugar, salt, cornstarch, cocoa powder, and egg yolks until blended and crumbly. Slowly whisk in the can of evaporated milk and vanilla extract until smooth and creamy. Finally put in butter and continue to whisk frequently until filling is thick like pudding.', 3: 'Once thick, pour into your already baked pie crust and let sit for several hours or for best results the next day.', 4: 'Enjoy!'}","{'Calories': '266', 'Fat': '12g', 'Carbs': '36g', 'Fiber': '0g', 'Sugar': '19g', 'Protein': '6g'}",
https://tasty.co/recipe/baked-chicken-tikka,Baked Chicken Tikka,,4,{},General,"{'General': ['1 cup plain yogurt (285 g)', '½ tablespoon red chili powder', '½ tablespoon ground coriander', '½ tablespoon ground cumin', '1 teaspoon ground tumeric', '½ teaspoon garam masala', '2 tablespoons lemon juice', '½ teaspoon dried fenugreek leaves', '1 bunch fresh cilantro stem, crushed', '½ tablespoon salt', '1 ½ tablespoons ginger garlic paste', '2 red food colorings', '4 chicken leg quarters, cut into two']}","{1: 'Combine all ingredients in a bowl except chicken.', 2: 'Make long slits on chicken with a knife.', 3: 'Put the chicken in the marinade overnight.', 4: 'Bake at 450°F (230°C) for 50 minutes..', 5: 'Enjoy!'}","{'Calories': '176', 'Fat': '8g', 'Carbs': '7g', 'Fiber': '1g', 'Sugar': '4g', 'Protein': '16g'}",
https://tasty.co/recipe/bruschetta-chicken,Bruschetta Chicken,,4,{},"General,Chicken Marinade,Bruschetta,Balsamic Glaze","{'General': ['4 chicken breasts, (or 2 large, split horizontally) or 2 diced chicken breasts'], 'Chicken Marinade': ['2 teaspoons garlic, (fresh or puréed)', '1 teaspoon salt', '½ teaspoon pepper', '3 teaspoons italian seasoning', '2 teaspoons olive oil'], 'Bruschetta': ['3 medium tomatoes, diced', '¼ red onion, chopped', '1 clove garlic, grated', 'salt, to taste', '2 tablespoons olive oil', '4 tablespoons fresh basil'], 'Balsamic Glaze': ['½ cup balsamic vinegar (120 mL)', '½ cup shredded parmesan cheese (55 g), for topping']}","{1: 'Combine chicken and marinade ingredients and set aside.', 2: 'Combine bruschetta ingredients.', 3: 'Place balsamic vinegar in a small saucepan and bring to a boil over high heat. Reduce heat to simmer for 8-10 minutes, until mixture has thickened and formed a glaze (be careful not to over-reduce).', 4: 'Cook chicken in a large skillet over high heat about 5-6 minutes per side. Once cooked, top with bruschetta, a drizzle of balsamic glaze, and a sprinkle of Parmesan cheese.', 5: 'Enjoy!'}","{'Calories': '425', 'Fat': '17g', 'Carbs': '11g', 'Fiber': '1g', 'Sugar': '7g', 'Protein': '52g'}",
https://tasty.co/recipe/sweet-lemon-mousse-with-granola-crumble,Sweet Lemon Mousse With Granola Crumble,,6,{},"Mousse,Crumble,For Serving","{'Mousse': ['2 cups sweet lemon juice (480 mL), from medium sweet lemons', '¼ cup sugar (60 g), or to taste', '1 tablespoon lemon juice', '1 teaspoon lemon zest', '½ teaspoon cornstarch, or corn flour', '½ teaspoon water', '2 cups whipping cream (480 mL)', '½ vanilla bean pod'], 'Crumble': ['½ cup mixed dried fruit (75 g)', '½ cup dry oat (50 g)', '4 tablespoons honey', '¼ cup butter (60 g), cubed and chilled', '4 tablespoons wheat flour'], 'For Serving': ['medium sweet lemon cup', 'fresh leaf', 'cubed sweet lemon']}","{1: 'Make the mousse: In a sauce pan, add sweet lemon juice and sugar and let the mixture come to a simmer.', 2: 'Add the lemon juice and lemon zest to the pan and let the mixture come to a', 3: 'boil.', 4: 'In a separate bowl, mix the cornstarch and water.', 5: 'Once the sweet lemon mixture comes to a boil, add the cornstarch water to it and', 6: 'mix continuously. Let the mixture thicken until it coats the back of a spoon. Take it off the heat.', 7: 'In a medium-sized bowl, add whipping cream and extract of half a vanilla bean pod. Using a hand mixer or a whisk, whip the cream to stiff peaks.', 8: 'Once the sweet lemon mixture is completely cool to touch, add it to the whipped cream in thirds and fold it gently.', 9: 'Until you are ready to serve, store it in the refrigerator.', 10: 'Make the crumble: In a bowl, add the dried fruits and oats and mix them thoroughly.', 11: 'Add the cubed chilled butter to the mixture and rub it into the mixture with hands. (The heat of the hands slightly melts the butter, making it easier to mix)', 12: 'Add the honey and mix it well.', 13: 'Add the wheat flour and mix it until it coats all the dried fruits and oats mixture.', 14: 'In a baking tray, spread out the mixture and bake it until it turns golden brown. Alternatively, you could also add the mixture to a large pan and mix it continuously to form the crumble on a stove top.', 15: 'Let the mixture completely cool down before serving.', 16: 'To serve, add 1 tsp crumble into the sweet lemon cups and fill in fully with the mousse.', 17: 'Garnish it with fresh leaves and cubes sweet lemon.'}","{'Calories': '585', 'Fat': '43g', 'Carbs': '59g', 'Fiber': '2g', 'Sugar': '40g', 'Protein': '5g'}",
https://tasty.co/recipe/vegan-crumble-muffins,Vegan Crumble Muffins,,12,{},"Muffins,Crumble","{'Muffins': ['½ cup canola oil, or vegetable oil', '½ cup vegan buttermilk, mix 1/2 cup of non-dairy milk, such as almond or soy, and 1/2 tsp of apple cider vinegar and rest for 10 minutes', '½ cup brown sugar', '¼ cup granulated sugar', '2 vegan eggs, I used Bob’s Red Mill Egg Replacer but you can use flax eggs or any egg replacer of your preference', '1 ½ teaspoons vanilla extract', '2 cups all-purpose flour, or gluten-free flour', '2 teaspoons baking powder', '1 teaspoon cinnamon', '½ teaspoon salt', '1 ½ cups chopped apple, or pear, or 1 cup cranberries or blueberries, or fruit of choice'], 'Crumble': ['3 tablespoons vegan butter, or coconut oil, melted', '6 tablespoons brown sugar', '1 tablespoon granulated sugar', '½ cup all-purpose flour', '2 tablespoons rolled oats', '1 dash cinnamon']}","{1: 'Preheat your oven to 375° F (190°C) and line a muffin tin with paper liners or grease and flour.', 2: 'In a bowl whisk oil, buttermilk, and both of the sugar until they are dissolved.', 3: 'Mix in the eggs and the vanilla extract until they are well incorporated.', 4: 'Separately, stir together flour, baking powder, cinnamon, and salt.', 5: 'Mix the dry ingredients to the wet ones gradually until just combined, don’t over mix.', 6: 'Fold in the apples or the fruit of your choice.', 7: 'Divide the batter in the muffin tin, use a ice cream scoop or a ¼ cup measurement.', 8: 'For the crumble, mix the melted butter with the sugars, then add the flour, oats, and cinnamon. Mix it with a spoon or a fork if you want until crumble pieces form.', 9: 'Top the muffins with the crumble mixture evenly.', 10: 'Bake the muffins for 25 minutes or until a toothpick comes clean after inserted in the center of your muffins.', 11: 'Allow muffins to cool before eating.'}","{'Calories': '283', 'Fat': '12g', 'Carbs': '39g', 'Fiber': '1g', 'Sugar': '15g', 'Protein': '3g'}",
https://tasty.co/recipe/paneer-butter-masala,Paneer Butter Masala,,4,{},General,"{'General': ['1 teaspoon vegetable oil', '1 green chilli, chopped', '1 ginger, chopped', '6 cloves garlic, chopped', '2 onions, roughly chopped', '1 cup tomato (250 g), chopped', '¼ cup water (60 mL), plus 6 tablespoons, divided', '¼ cup cashews (30 g), soaked in water', '1 teaspoon kashmiri, chili powder', '1 butter, small knob', '1 teaspoon coriander powder', '2 tablespoons heavy cream', '½ teaspoon garam masala powder', '2 ½ cups paneer (250 g)', '1 teaspoon dried fenugreek leaves', 'salt, to taste', 'coriander leaf, chopped, to taste', 'flatbread, or rice, for serving']}","{1: 'Heat a pan and add the vegetable oil. Add the cinnamon stick, green chili, ginger, garlic, and onions then cook it until onions are little translucent on medium flame.', 2: 'Then add in your tomatoes and cook it for 3-5 minutes, or until tomatoes are tender, then turn the flame off and put a lid on it for 5 minutes.', 3: 'Put the tomatoes and onion mixture in a blender and blitz the mixture with 1 tablespoon water into a smooth paste.', 4: 'Strain the tomato purée and set it aside, then add in your soaked cashews in same blender with 5 tablespoons of water and blend it into a creamy cashew paste.', 5: 'Heat the same pan with a knob of butter, melt It, and add in your Kashmiri chili powder (stir it) and cook it for 10 seconds. Add in your tomato onion purée in it and mix properly and bring it to a boil.', 6: 'Add your coriander powder in it, mix it, and cover the pot and cook it for 3 minutes on medium flame.', 7: 'Then add in your cashews paste with ¼ cup of water mix it properly and cook it for 3 minutes.', 8: 'Stir in your cream and garam masala. Then add in your paneer cubes mix it and cook the curry for 5 minutes on low flame.', 9: 'Add in your fenugreek leaves and mix it. Season with salt to taste.', 10: 'Lastly garnish the dish with little cream on top with coriander leaves and serve it with flatbreads or rice.', 11: 'Enjoy!'}","{'Calories': '572', 'Fat': '50g', 'Carbs': '18g', 'Fiber': '3g', 'Sugar': '7g', 'Protein': '19g'}",
https://tasty.co/recipe/anacortes-carrot-ginger-soup,Anacortes Carrot Ginger Soup,,3,{},General,"{'General': ['6 medium carrots', '2 small sweet potatoes', '1 ginger root', '1 yellow onion', '1 pasilla chile', '3 cloves garlic, minced', 'olive oil, to taste', '1 box vegetable stock', '1 teaspoon paprika', 'red pepper flake, to taste', 'salt, to taste', 'pepper, to taste', 'pepita, optional, for topping']}","{1: 'Peel and dice the carrots, sweet potatoes and ginger. Dice onion and seed and dice the pasilla pepper. Mince garlic.', 2: 'Heat olive oil in soup pot over medium heat. Add onions, garlic, ginger and pasilla pepper. Sauté until translucent and fragrant, 3-5 minutes.', 3: 'Add carrots and sweet potatoes and cover in vegetable stock. Add paprika and red pepper flakes to desired heat. Bring to a boil, cover, and lower heat to a simmer. Cook covered for 35-40 minutes.', 4: 'Using an immersion blender, blend soup until smooth. Season with salt and pepper to taste.', 5: 'Garnish with pepitas and serve.', 6: 'Enjoy!'}","{'Calories': '783', 'Fat': '45g', 'Carbs': '85g', 'Fiber': '10g', 'Sugar': '27g', 'Protein': '5g'}",
https://tasty.co/recipe/sea-salt-and-caramel-cream-based-frappe,Sea Salt And Caramel Cream Based Frappe,,3,{},General,"{'General': ['½ cup milk (120 mL)', '4 cups ice (560 g)', '¼ cup heavy whipping cream (60 mL)', 'caramel', '1 cup chocolate chips (175 g)', '½ teaspoon cinnamon', '2 tablespoons vanilla creamer', '1 pinch sea salt', 'whipped cream, optional']}","{1: 'Blend it all up until smooth!', 2: 'Top with any topping that you’d like!!', 3: 'Enjoy!'}","{'Calories': '396', 'Fat': '31g', 'Carbs': '33g', 'Fiber': '3g', 'Sugar': '26g', 'Protein': '5g'}",
https://tasty.co/recipe/vegan-snickerdoodle-cupcakes,Vegan Snickerdoodle Cupcakes,,12,{},"Dry Ingredients,Wet Ingredients,Frosting","{'Dry Ingredients': ['1 ½ cups all purpose flour (185 g)', '¾ cup brown sugar (150 g)', '¼ cup white sugar (50 g)', '1 teaspoon cinnamon', '½ teaspoon baking soda', '½ teaspoon salt'], 'Wet Ingredients': ['¾ cup cold water (180 mL)', '½ cup vegetable oil (120 mL)', '2 ½ teaspoons vanilla extract', '1 teaspoon apple cider vinegar'], 'Frosting': ['2 cups powdered sugar (220 g)', '½ cup vegan butter (115 g)', '½ cup vegetable shortening (120 mL)', '½ teaspoon vanilla extract', '1 tablespoon nondairy milk', '1 tablespoon white sugar', '1 tablespoon cinnamon']}","{1: 'Preheat oven to 375°F (190°C). Line a cupcake pan with 12 liners.', 2: 'In a large bowl combine all the dry ingredients. Whisk together until well combined.', 3: 'In a medium bowl combine the wet ingredients. Mix well.', 4: 'Add the wet ingredients to the dry ingredients. Using a spatula mix everything together until just combined. No need to worry about lumps so don’t over mix!', 5: 'Divide batter evenly between the liners. Bake for 18-20 minutes until the center cupcakes are golden and a toothpick comes out clean.', 6: 'Remove cupcakes from pan and refrigerate until completely cool.', 7: 'While cooling, make the frosting! Combine the powdered sugar, vegan butter, vegetable shortening and vanilla extract using a stand or hand mixer. Add in non-dairy milk one tablespoon at a time until you achieve the desired consistency.', 8: 'In a small bowl mix together sugar and cinnamon.', 9: 'Once the cupcakes are cool, frost, and sprinkle the cinnamon sugar on the cupcakes.', 10: 'Enjoy!'}","{'Calories': '443', 'Fat': '29g', 'Carbs': '45g', 'Fiber': '0g', 'Sugar': '35g', 'Protein': '1g'}",
https://tasty.co/recipe/co-keto-puerto-rican-coconut-eggnog,Co-Keto (Puerto Rican Coconut Eggnog),,12,{},General,"{'General': ['4 egg yolks, beaten', '2 cups heavy whipping cream (480 mL)', '1 oz coconut oil (25 g)', '2 cans cream of coconut, 27 ounces (765 grams)', '1 can unsweetened coconut milk, 13.5 ounces (380 grams)', '1 cup rum (240 mL)', '½ cup warm water (120 mL)', '¼ teaspoon ground cloves', '2 teaspoons ground cinnamon', '¼ teaspoon ground nutmeg', '¼ teaspoon ground ginger', '1 tablespoon vanilla extract', 'keto-friendly sweetener of choice, such as stevia, splenda, or monkfruit, to taste']}","{1: 'In a double boiler, combine the egg yolks and heavy whipping cream . Stirring constantly, warm over lightly simmering water until the mixture reaches a 160°F (71°C). Slowly drip in the coconut oil to emulsify. The mix should be smooth and creamy. It should be able to coat the back of a spoon.', 2: 'Add the mix to a blender with the cream of coconut, unsweetened coconut milk, rum, water, spices (or use 2 tablespoons pumpkin pie spice), and vanilla. Blend until smooth. Taste and sweeten to your liking using your preferred keto-friendly sweetener. Pour into glass bottles and chill.', 3: 'Enjoy!'}","{'Calories': '563', 'Fat': '56g', 'Carbs': '7g', 'Fiber': '0g', 'Sugar': '40g', 'Protein': '7g'}",
